,marca,modelo,anio,carroceria,traccion,combustible,transmision,asientos,color,kilometraje,verificacion,precio
1057,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
1058,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
1059,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1060,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
1061,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
1062,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
1063,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
1064,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
1065,acura,tlx,2016-01-01,sedan,4x2,gasolina,automatica,cuero,gris,38111,,17500
1066,mercedes-benz,-benz gle 400,2016-01-01,suv,4x4,gasolina,automatica,cuero,blanco,67000,,20000
1067,hyundai,grand i10,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris raton,45000,,10000
1068,bmw,650i,2012-01-01,convertible,4x2,gasolina,automatica,cuero,negro con interior chocolate cinnamon,52000,,15000
1069,mercedes-benz,glc 200,2020-01-01,suv,4x2,gasolina,automatica,cuero,negro,48000,,34000
1070,toyota,land cruiser prado,2012-01-01,suv,4x2,gasolina,automatica,cuero,blanco,120000,,22500
1071,hyundai,eon,2019-01-01,hatchback,4x2,gasolina,manual,tela,amarillo,294000,,5000
1072,honda,civic,2013-01-01,coupe,4x2,gasolina,manual,tela,rojo,87500,,9000
1073,hyundai,accent,2010-01-01,sedan,4x2,gasolina,manual,tela,blanco,141890,,3300
1074,suzuki,swift dzire,2020-01-01,sedan,4x2,gasolina,automatica,tela,blanco,61280,,8990
1075,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,25000,,19200
1076,subaru,outback,2018-01-01,wagon,4x4,gasolina,automatica,cuero,negro,95000,,18500
1077,kia,k2700,2015-01-01,pickup,4x4,diesel,manual,tela,blanco,205627,,8500
1078,lincoln,aviator,2005-01-01,suv,4x4,gasolina,automatica,cuero,gris,246000,,4000
1079,honda,crv,2019-01-01,suv,4x2,gasolina,automatica,tela,negros,141000,,17500
1080,kia,sportage gt line,2018-01-01,suv,4x2,gasolina,automatica,cuero,negro,77000,,14900
1081,mazda,cx-9,2018-01-01,suv,4x4,gasolina,automatica,cuero,azul,67000,,21000
1082,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
1083,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1084,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1085,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1086,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1087,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1088,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1089,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1090,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1091,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1092,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1093,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
1094,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1095,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1096,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1097,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1098,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1099,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
1100,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
1101,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1102,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
1103,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
1104,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
1105,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1106,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
1107,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
1108,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
1109,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
1110,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
1111,acura,tlx,2016-01-01,sedan,4x2,gasolina,automatica,cuero,gris,38111,,17500
1112,mercedes-benz,-benz gle 400,2016-01-01,suv,4x4,gasolina,automatica,cuero,blanco,67000,,20000
1113,hyundai,grand i10,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris raton,45000,,10000
1114,bmw,650i,2012-01-01,convertible,4x2,gasolina,automatica,cuero,negro con interior chocolate cinnamon,52000,,15000
1115,mercedes-benz,glc 200,2020-01-01,suv,4x2,gasolina,automatica,cuero,negro,48000,,34000
1116,toyota,land cruiser prado,2012-01-01,suv,4x2,gasolina,automatica,cuero,blanco,120000,,22500
1117,hyundai,eon,2019-01-01,hatchback,4x2,gasolina,manual,tela,amarillo,294000,,5000
1118,honda,civic,2013-01-01,coupe,4x2,gasolina,manual,tela,rojo,87500,,9000
1119,hyundai,accent,2010-01-01,sedan,4x2,gasolina,manual,tela,blanco,141890,,3300
1120,suzuki,swift dzire,2020-01-01,sedan,4x2,gasolina,automatica,tela,blanco,61280,,8990
1121,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,25000,,19200
1122,subaru,outback,2018-01-01,wagon,4x4,gasolina,automatica,cuero,negro,95000,,18500
1123,kia,k2700,2015-01-01,pickup,4x4,diesel,manual,tela,blanco,205627,,8500
1124,lincoln,aviator,2005-01-01,suv,4x4,gasolina,automatica,cuero,gris,246000,,4000
1125,honda,crv,2019-01-01,suv,4x2,gasolina,automatica,tela,negros,141000,,17500
1126,kia,sportage gt line,2018-01-01,suv,4x2,gasolina,automatica,cuero,negro,77000,,14900
1127,mazda,cx-9,2018-01-01,suv,4x4,gasolina,automatica,cuero,azul,67000,,21000
1128,toyota,tundra,2022-01-01,pickup,4x4,gasolina,automatica,"tela, off road",gris,16500,,69900
1129,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
1130,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1131,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1132,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1133,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1134,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1135,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1136,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1137,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1138,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1139,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1140,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
1141,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1142,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1143,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1144,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1145,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1146,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
1147,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
1148,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1149,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
1150,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
1151,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
1152,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1153,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
1154,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
1155,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
1156,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
1157,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
1158,acura,tlx,2016-01-01,sedan,4x2,gasolina,automatica,cuero,gris,38111,,17500
1159,mercedes-benz,-benz gle 400,2016-01-01,suv,4x4,gasolina,automatica,cuero,blanco,67000,,20000
1160,hyundai,grand i10,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris raton,45000,,10000
1161,bmw,650i,2012-01-01,convertible,4x2,gasolina,automatica,cuero,negro con interior chocolate cinnamon,52000,,15000
1162,mercedes-benz,glc 200,2020-01-01,suv,4x2,gasolina,automatica,cuero,negro,48000,,34000
1163,toyota,land cruiser prado,2012-01-01,suv,4x2,gasolina,automatica,cuero,blanco,120000,,22500
1164,hyundai,eon,2019-01-01,hatchback,4x2,gasolina,manual,tela,amarillo,294000,,5000
1165,honda,civic,2013-01-01,coupe,4x2,gasolina,manual,tela,rojo,87500,,9000
1166,hyundai,accent,2010-01-01,sedan,4x2,gasolina,manual,tela,blanco,141890,,3300
1167,suzuki,swift dzire,2020-01-01,sedan,4x2,gasolina,automatica,tela,blanco,61280,,8990
1168,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,25000,,19200
1169,subaru,outback,2018-01-01,wagon,4x4,gasolina,automatica,cuero,negro,95000,,18500
1170,kia,k2700,2015-01-01,pickup,4x4,diesel,manual,tela,blanco,205627,,8500
1171,lincoln,aviator,2005-01-01,suv,4x4,gasolina,automatica,cuero,gris,246000,,4000
1172,honda,crv,2019-01-01,suv,4x2,gasolina,automatica,tela,negros,141000,,17500
1173,kia,sportage gt line,2018-01-01,suv,4x2,gasolina,automatica,cuero,negro,77000,,14900
1174,mazda,cx-9,2018-01-01,suv,4x4,gasolina,automatica,cuero,azul,67000,,21000
1175,toyota,tundra,2022-01-01,pickup,4x4,gasolina,automatica,"tela, off road",gris,16500,,69900
1176,toyota,rav 4,2012-01-01,suv,4x2,gasolina,automatica,tela,gris,152000,,7300
1177,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
1178,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1179,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1180,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1181,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1182,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1183,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1184,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1185,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1186,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1187,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1188,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
1189,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1190,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1191,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1192,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1193,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1194,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
1195,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
1196,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1197,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
1198,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
1199,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
1200,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1201,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
1202,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
1203,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
1204,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
1205,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
1206,acura,tlx,2016-01-01,sedan,4x2,gasolina,automatica,cuero,gris,38111,,17500
1207,mercedes-benz,-benz gle 400,2016-01-01,suv,4x4,gasolina,automatica,cuero,blanco,67000,,20000
1208,hyundai,grand i10,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris raton,45000,,10000
1209,bmw,650i,2012-01-01,convertible,4x2,gasolina,automatica,cuero,negro con interior chocolate cinnamon,52000,,15000
1210,mercedes-benz,glc 200,2020-01-01,suv,4x2,gasolina,automatica,cuero,negro,48000,,34000
1211,toyota,land cruiser prado,2012-01-01,suv,4x2,gasolina,automatica,cuero,blanco,120000,,22500
1212,hyundai,eon,2019-01-01,hatchback,4x2,gasolina,manual,tela,amarillo,294000,,5000
1213,honda,civic,2013-01-01,coupe,4x2,gasolina,manual,tela,rojo,87500,,9000
1214,hyundai,accent,2010-01-01,sedan,4x2,gasolina,manual,tela,blanco,141890,,3300
1215,suzuki,swift dzire,2020-01-01,sedan,4x2,gasolina,automatica,tela,blanco,61280,,8990
1216,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,25000,,19200
1217,subaru,outback,2018-01-01,wagon,4x4,gasolina,automatica,cuero,negro,95000,,18500
1218,kia,k2700,2015-01-01,pickup,4x4,diesel,manual,tela,blanco,205627,,8500
1219,lincoln,aviator,2005-01-01,suv,4x4,gasolina,automatica,cuero,gris,246000,,4000
1220,honda,crv,2019-01-01,suv,4x2,gasolina,automatica,tela,negros,141000,,17500
1221,kia,sportage gt line,2018-01-01,suv,4x2,gasolina,automatica,cuero,negro,77000,,14900
1222,mazda,cx-9,2018-01-01,suv,4x4,gasolina,automatica,cuero,azul,67000,,21000
1223,toyota,tundra,2022-01-01,pickup,4x4,gasolina,automatica,"tela, off road",gris,16500,,69900
1224,toyota,rav 4,2012-01-01,suv,4x2,gasolina,automatica,tela,gris,152000,,7300
1225,toyota,yaris,2017-01-01,sedan,4x2,gasolina,automatica,cuerina premium,beige,152000,,9500
1226,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
1227,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1228,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1229,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1230,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1231,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1232,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1233,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1234,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1235,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1236,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1237,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
1238,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1239,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1240,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1241,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1242,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1243,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
1244,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
1245,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1246,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
1247,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
1248,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
1249,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1250,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
1251,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
1252,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
1253,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
1254,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
1255,acura,tlx,2016-01-01,sedan,4x2,gasolina,automatica,cuero,gris,38111,,17500
1256,mercedes-benz,-benz gle 400,2016-01-01,suv,4x4,gasolina,automatica,cuero,blanco,67000,,20000
1257,hyundai,grand i10,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris raton,45000,,10000
1258,bmw,650i,2012-01-01,convertible,4x2,gasolina,automatica,cuero,negro con interior chocolate cinnamon,52000,,15000
1259,mercedes-benz,glc 200,2020-01-01,suv,4x2,gasolina,automatica,cuero,negro,48000,,34000
1260,toyota,land cruiser prado,2012-01-01,suv,4x2,gasolina,automatica,cuero,blanco,120000,,22500
1261,hyundai,eon,2019-01-01,hatchback,4x2,gasolina,manual,tela,amarillo,294000,,5000
1262,honda,civic,2013-01-01,coupe,4x2,gasolina,manual,tela,rojo,87500,,9000
1263,hyundai,accent,2010-01-01,sedan,4x2,gasolina,manual,tela,blanco,141890,,3300
1264,suzuki,swift dzire,2020-01-01,sedan,4x2,gasolina,automatica,tela,blanco,61280,,8990
1265,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,25000,,19200
1266,subaru,outback,2018-01-01,wagon,4x4,gasolina,automatica,cuero,negro,95000,,18500
1267,kia,k2700,2015-01-01,pickup,4x4,diesel,manual,tela,blanco,205627,,8500
1268,lincoln,aviator,2005-01-01,suv,4x4,gasolina,automatica,cuero,gris,246000,,4000
1269,honda,crv,2019-01-01,suv,4x2,gasolina,automatica,tela,negros,141000,,17500
1270,kia,sportage gt line,2018-01-01,suv,4x2,gasolina,automatica,cuero,negro,77000,,14900
1271,mazda,cx-9,2018-01-01,suv,4x4,gasolina,automatica,cuero,azul,67000,,21000
1272,toyota,tundra,2022-01-01,pickup,4x4,gasolina,automatica,"tela, off road",gris,16500,,69900
1273,toyota,rav 4,2012-01-01,suv,4x2,gasolina,automatica,tela,gris,152000,,7300
1274,toyota,yaris,2017-01-01,sedan,4x2,gasolina,automatica,cuerina premium,beige,152000,,9500
1275,acura,mdx,2017-01-01,suv,4x4,gasolina,automatica,cuero,blanco,27000,,27000
1276,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
1277,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1278,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1279,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1280,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1281,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1282,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1283,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1284,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1285,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1286,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1287,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
1288,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1289,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1290,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1291,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
