nombre,kilometraje,estado,combustible,carroceria,traccion,transmision,asientos,color,verificacion,precio
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Toyota Land Cruiser 2023,3417,Usado,Diesel,SUV,4x4,Manual,CUERO,GRIS,100,"$70,000 "
Nissan Rogue 2015,150000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$8,500 "
Acura TLX 2016,38111,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Gris,,"$17,500 "
Mercedes-Benz GLE 400 2016,67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$20,000 "
Hyundai Grand i10 2020,45000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris Raton,,"$10,000 "
BMW 650i 2012,52000,Usado,Gasolina,Convertible,4x2,Automática,Cuero,Negro con interior chocolate cinnamon,,"$15,000 "
Mercedes GLC 200 2020,48000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$34,000 "
Toyota LAND CRUISER Prado 2012,120000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Blanco,,"$22,500 "
Hyundai EON 2019,294000,Usado,Gasolina,Hatchback,4x2,Manual,Tela,Amarillo,,"$5,000 "
Honda Civic 2013,87500,Usado,Gasolina,Coupe,4x2,Manual,Tela,Rojo,,"$9,000 "
Hyundai Accent 2010,141890,Usado,Gasolina,Sedan,4x2,Manual,Tela,Blanco,,"$3,300 "
Suzuki Swift dzire 2020,61280,Usado,Gasolina,Sedan,4x2,Automática,Tela,Blanco,,"$8,990 "
Geely Coolray 2023,25000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Gris,,"$19,200 "
Subaru Outback 2018,95000,Usado,Gasolina,Wagon,4x4,Automática,cuero,negro,,"$18,500 "
Kia K2700 2015 de 6 puestos,205627,Usado,Diesel,Pickup,4x4,Manual,Tela,Blanco,,"$8,500 "
Lincoln Aviator 2005,246000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$4,000 "
Honda CR-V 2019,141000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negros,,"$17,500 "
Kia Sportage Gt Line 2018,77000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$14,900 "
"MAZDA CX-9 2018, 67,000 km",67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Azul,,"$21,000 "
Toyota Tundra 2022,16500,Usado,Gasolina,Pickup,4x4,Automática,"Tela, off road",Gris,,"$69,900 "
Toyota Rav 4 2012,152000,Usado,Gasolina,SUV,4x2,Automática,Tela,Gris,,"$7,300 "
Toyota Yaris 2017,152000,Usado,Gasolina,Sedan,4x2,Automática,Cuerina Premium,Beige,,"$9,500 "
Acura MDX 2017,27000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$27,000 "
Land Rover Range Rover Vogue supercharged 2014,96000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Negro,,"$25,000 "
Land Rover Range Rover Sport 2014,56000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$25,000 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Toyota Land Cruiser 2023,3417,Usado,Diesel,SUV,4x4,Manual,CUERO,GRIS,100,"$70,000 "
Nissan Rogue 2015,150000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$8,500 "
Acura TLX 2016,38111,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Gris,,"$17,500 "
Mercedes-Benz GLE 400 2016,67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$20,000 "
Hyundai Grand i10 2020,45000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris Raton,,"$10,000 "
BMW 650i 2012,52000,Usado,Gasolina,Convertible,4x2,Automática,Cuero,Negro con interior chocolate cinnamon,,"$15,000 "
Mercedes GLC 200 2020,48000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$34,000 "
Toyota LAND CRUISER Prado 2012,120000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Blanco,,"$22,500 "
Hyundai EON 2019,294000,Usado,Gasolina,Hatchback,4x2,Manual,Tela,Amarillo,,"$5,000 "
Honda Civic 2013,87500,Usado,Gasolina,Coupe,4x2,Manual,Tela,Rojo,,"$9,000 "
Hyundai Accent 2010,141890,Usado,Gasolina,Sedan,4x2,Manual,Tela,Blanco,,"$3,300 "
Suzuki Swift dzire 2020,61280,Usado,Gasolina,Sedan,4x2,Automática,Tela,Blanco,,"$8,990 "
Geely Coolray 2023,25000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Gris,,"$19,200 "
Subaru Outback 2018,95000,Usado,Gasolina,Wagon,4x4,Automática,cuero,negro,,"$18,500 "
Kia K2700 2015 de 6 puestos,205627,Usado,Diesel,Pickup,4x4,Manual,Tela,Blanco,,"$8,500 "
Lincoln Aviator 2005,246000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$4,000 "
Honda CR-V 2019,141000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negros,,"$17,500 "
Kia Sportage Gt Line 2018,77000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$14,900 "
"MAZDA CX-9 2018, 67,000 km",67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Azul,,"$21,000 "
Toyota Tundra 2022,16500,Usado,Gasolina,Pickup,4x4,Automática,"Tela, off road",Gris,,"$69,900 "
Toyota Rav 4 2012,152000,Usado,Gasolina,SUV,4x2,Automática,Tela,Gris,,"$7,300 "
Toyota Yaris 2017,152000,Usado,Gasolina,Sedan,4x2,Automática,Cuerina Premium,Beige,,"$9,500 "
Acura MDX 2017,27000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$27,000 "
Land Rover Range Rover Vogue supercharged 2014,96000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Negro,,"$25,000 "
Land Rover Range Rover Sport 2014,56000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$25,000 "
MAZDA Cx5 2017,79500,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$14,900 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Toyota Land Cruiser 2023,3417,Usado,Diesel,SUV,4x4,Manual,CUERO,GRIS,100,"$70,000 "
Nissan Rogue 2015,150000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$8,500 "
Acura TLX 2016,38111,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Gris,,"$17,500 "
Mercedes-Benz GLE 400 2016,67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$20,000 "
Hyundai Grand i10 2020,45000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris Raton,,"$10,000 "
BMW 650i 2012,52000,Usado,Gasolina,Convertible,4x2,Automática,Cuero,Negro con interior chocolate cinnamon,,"$15,000 "
Mercedes GLC 200 2020,48000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$34,000 "
Toyota LAND CRUISER Prado 2012,120000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Blanco,,"$22,500 "
Hyundai EON 2019,294000,Usado,Gasolina,Hatchback,4x2,Manual,Tela,Amarillo,,"$5,000 "
Honda Civic 2013,87500,Usado,Gasolina,Coupe,4x2,Manual,Tela,Rojo,,"$9,000 "
Hyundai Accent 2010,141890,Usado,Gasolina,Sedan,4x2,Manual,Tela,Blanco,,"$3,300 "
Suzuki Swift dzire 2020,61280,Usado,Gasolina,Sedan,4x2,Automática,Tela,Blanco,,"$8,990 "
Geely Coolray 2023,25000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Gris,,"$19,200 "
Subaru Outback 2018,95000,Usado,Gasolina,Wagon,4x4,Automática,cuero,negro,,"$18,500 "
Kia K2700 2015 de 6 puestos,205627,Usado,Diesel,Pickup,4x4,Manual,Tela,Blanco,,"$8,500 "
Lincoln Aviator 2005,246000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$4,000 "
Honda CR-V 2019,141000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negros,,"$17,500 "
Kia Sportage Gt Line 2018,77000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$14,900 "
"MAZDA CX-9 2018, 67,000 km",67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Azul,,"$21,000 "
Toyota Tundra 2022,16500,Usado,Gasolina,Pickup,4x4,Automática,"Tela, off road",Gris,,"$69,900 "
Toyota Rav 4 2012,152000,Usado,Gasolina,SUV,4x2,Automática,Tela,Gris,,"$7,300 "
Toyota Yaris 2017,152000,Usado,Gasolina,Sedan,4x2,Automática,Cuerina Premium,Beige,,"$9,500 "
Acura MDX 2017,27000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$27,000 "
Land Rover Range Rover Vogue supercharged 2014,96000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Negro,,"$25,000 "
Land Rover Range Rover Sport 2014,56000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$25,000 "
MAZDA Cx5 2017,79500,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$14,900 "
Toyota tercel 1997,300000,Usado,Gasolina,Sedan,4x2,Manual,tela,blanco,,"$2,300 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Toyota Land Cruiser 2023,3417,Usado,Diesel,SUV,4x4,Manual,CUERO,GRIS,100,"$70,000 "
Nissan Rogue 2015,150000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$8,500 "
Acura TLX 2016,38111,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Gris,,"$17,500 "
Mercedes-Benz GLE 400 2016,67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$20,000 "
Hyundai Grand i10 2020,45000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris Raton,,"$10,000 "
BMW 650i 2012,52000,Usado,Gasolina,Convertible,4x2,Automática,Cuero,Negro con interior chocolate cinnamon,,"$15,000 "
Mercedes GLC 200 2020,48000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$34,000 "
Toyota LAND CRUISER Prado 2012,120000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Blanco,,"$22,500 "
Hyundai EON 2019,294000,Usado,Gasolina,Hatchback,4x2,Manual,Tela,Amarillo,,"$5,000 "
Honda Civic 2013,87500,Usado,Gasolina,Coupe,4x2,Manual,Tela,Rojo,,"$9,000 "
Hyundai Accent 2010,141890,Usado,Gasolina,Sedan,4x2,Manual,Tela,Blanco,,"$3,300 "
Suzuki Swift dzire 2020,61280,Usado,Gasolina,Sedan,4x2,Automática,Tela,Blanco,,"$8,990 "
Geely Coolray 2023,25000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Gris,,"$19,200 "
Subaru Outback 2018,95000,Usado,Gasolina,Wagon,4x4,Automática,cuero,negro,,"$18,500 "
Kia K2700 2015 de 6 puestos,205627,Usado,Diesel,Pickup,4x4,Manual,Tela,Blanco,,"$8,500 "
Lincoln Aviator 2005,246000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$4,000 "
Honda CR-V 2019,141000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negros,,"$17,500 "
Kia Sportage Gt Line 2018,77000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$14,900 "
"MAZDA CX-9 2018, 67,000 km",67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Azul,,"$21,000 "
Toyota Tundra 2022,16500,Usado,Gasolina,Pickup,4x4,Automática,"Tela, off road",Gris,,"$69,900 "
Toyota Rav 4 2012,152000,Usado,Gasolina,SUV,4x2,Automática,Tela,Gris,,"$7,300 "
Toyota Yaris 2017,152000,Usado,Gasolina,Sedan,4x2,Automática,Cuerina Premium,Beige,,"$9,500 "
Acura MDX 2017,27000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$27,000 "
Land Rover Range Rover Vogue supercharged 2014,96000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Negro,,"$25,000 "
Land Rover Range Rover Sport 2014,56000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$25,000 "
MAZDA Cx5 2017,79500,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$14,900 "
Toyota tercel 1997,300000,Usado,Gasolina,Sedan,4x2,Manual,tela,blanco,,"$2,300 "
Audi A3 2015,85000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Blanco,,"$9,500 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Toyota Land Cruiser 2023,3417,Usado,Diesel,SUV,4x4,Manual,CUERO,GRIS,100,"$70,000 "
Nissan Rogue 2015,150000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$8,500 "
Acura TLX 2016,38111,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Gris,,"$17,500 "
Mercedes-Benz GLE 400 2016,67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Blanco,,"$20,000 "
Hyundai Grand i10 2020,45000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris Raton,,"$10,000 "
BMW 650i 2012,52000,Usado,Gasolina,Convertible,4x2,Automática,Cuero,Negro con interior chocolate cinnamon,,"$15,000 "
Mercedes GLC 200 2020,48000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$34,000 "
Toyota LAND CRUISER Prado 2012,120000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Blanco,,"$22,500 "
Hyundai EON 2019,294000,Usado,Gasolina,Hatchback,4x2,Manual,Tela,Amarillo,,"$5,000 "
Honda Civic 2013,87500,Usado,Gasolina,Coupe,4x2,Manual,Tela,Rojo,,"$9,000 "
Hyundai Accent 2010,141890,Usado,Gasolina,Sedan,4x2,Manual,Tela,Blanco,,"$3,300 "
Suzuki Swift dzire 2020,61280,Usado,Gasolina,Sedan,4x2,Automática,Tela,Blanco,,"$8,990 "
Geely Coolray 2023,25000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Gris,,"$19,200 "
Subaru Outback 2018,95000,Usado,Gasolina,Wagon,4x4,Automática,cuero,negro,,"$18,500 "
Kia K2700 2015 de 6 puestos,205627,Usado,Diesel,Pickup,4x4,Manual,Tela,Blanco,,"$8,500 "
Lincoln Aviator 2005,246000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$4,000 "
Honda CR-V 2019,141000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negros,,"$17,500 "
Kia Sportage Gt Line 2018,77000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Negro,,"$14,900 "
"MAZDA CX-9 2018, 67,000 km",67000,Usado,Gasolina,SUV,4x4,Automática,Cuero,Azul,,"$21,000 "
